"","X","GAD.1","GAD.2","GAD.3","GAD.4","GAD.5","GAD.6","GAD.7","FOC.1","FOC.2","FOC.3","FOC.4","FOC.5","FOC.6","IUS.1","IUS.2","IUS.3","MAAS.1","MAAS.2","MAAS.3","MAAS.4","MAAS.5","FinancePlan","MortalityRisk","MentalHealth","CRA.1","CRA.2","CRA.3","CRA.4","CRA.5","CRA.6","Government","Norm","CurrentBehavior","RAB.1","RAB.2","RAB.3","RAB.4","RAB.5","RAB.6","Stockpil","RiskPerception","Vaccine","Origin","BacktoNormal","News","Born","Gender","Country","Region","Education","Language","Children","LiveWith","FinancialSatisfaction","GAD.mean","FOC.mean","IUS.mean","MAAS.mean","CRA.mean","RAB.mean","sex","edu","origin","origin_binomial","age","vac_hes","child","news_opposite","new_region","new_back_normal","new_finance_plan"
"2788",2809,4,2,2,4,2,4,4,5,2,2,5,5,3,5,5,2,3,3,5,3,1,2,50,2,4,2,4,4,3,3,1,1,3,4,4,4,4,4,4,2,100,1,3,5,3,24,1,1,67,4,1,2,3,90,3.14285714285714,3.66666666666667,4,3,3.33333333333333,4,"Female","ug","not_sure",0,40,1,"no",4,"other","more12months",2
"2789",2810,2,1,1,2,2,2,2,4,4,4,2,3,4,4,4,2,6,5,5,5,5,2,88,1,2,1,3,1,1,4,3,3,5,4,4,4,4,4,4,2,60,1,1,4,5,11,1,1,3,4,1,2,3,30,1.71428571428571,3.5,3.33333333333333,5.2,2,4,"Female","ug","natural",1,27,1,"no",2,"ankara","6to12months",2
"2790",2811,1,1,2,2,2,2,3,4,4,4,3,4,4,4,4,4,2,2,2,2,2,3,100,2,2,2,1,2,2,3,2,1,3,4,3,4,4,4,4,3,70,2,1,4,3,31,2,1,3,5,1,1,3,25,1.85714285714286,3.83333333333333,4,2,2,3.83333333333333,"Male","pg","natural",1,47,0,"yes",4,"ankara","6to12months",3
"2791",2812,1,1,2,2,1,1,1,1,3,2,3,2,3,3,2,4,5,6,4,1,2,7,40,2,4,2,3,4,2,3,3,3,5,4,2,4,4,2,4,1,17,1,1,0,5,7,2,126,31,4,1,2,3,55,1.28571428571429,2.33333333333333,3,3.6,3,3.33333333333333,"Male","ug","natural",1,23,1,"no",2,"other","other",0
"2792",2813,4,3,3,4,2,4,3,4,3,4,4,4,4,4,5,2,4,3,4,2,2,2,48,3,3,2,4,3,3,4,1,1,4,4,3,3,4,2,4,1,15,1,1,4,4,5,1,1,14,3,1,2,3,30,3.28571428571429,3.83333333333333,3.66666666666667,3,3.16666666666667,3.33333333333333,"Female","below_ug","natural",1,21,1,"no",3,"other","6to12months",2
"2793",2814,4,4,4,4,3,3,1,4,3,2,3,4,4,3,5,4,3,3,4,2,2,1,0,2,3,3,4,3,4,2,1,2,4,3,4,3,4,2,4,2,0,3,2,3,2,13,2,1,2,4,2,2,3,0,3.28571428571429,3.33333333333333,4,2.8,3.16666666666667,3.33333333333333,"Male","ug","artificial",0,29,0,"no",5,"istanbul","less6months",1
"2794",2815,4,4,3,2,1,2,3,1,3,2,4,4,2,4,4,4,4,5,2,4,4,3,69,2,3,3,4,1,3,2,1,2,4,4,4,4,4,2,4,1,75,3,2,5,1,30,2,1,4,4,2,1,1,12,2.71428571428571,2.66666666666667,4,3.8,2.66666666666667,3.66666666666667,"Male","ug","artificial",0,46,0,"yes",6,"izmir","more12months",3
"2795",2816,2,2,3,3,3,3,3,3,2,2,2,4,5,5,5,4,3,3,2,2,2,3,0,1,4,4,1,1,3,4,1,1,5,4,4,4,4,4,4,2,50,1,1,5,1,8,2,1,4,3,1,2,3,0,2.71428571428571,3,4.66666666666667,2.4,2.83333333333333,4,"Male","below_ug","natural",1,24,1,"no",6,"izmir","more12months",3
"2796",2817,2,2,1,1,2,4,1,4,2,4,4,4,4,2,4,3,1,1,6,1,1,2,42,1,4,2,2,1,3,4,3,2,5,3,2,4,4,4,4,3,10,1,1,3,4,3,1,1,2,3,1,2,3,66,1.85714285714286,3.66666666666667,3,2,2.66666666666667,3.5,"Female","below_ug","natural",1,19,1,"no",3,"istanbul","less6months",2
"2797",2818,3,2,3,2,2,4,3,4,4,4,5,5,5,2,5,3,3,2,4,3,1,5,70,2,4,3,4,4,4,4,1,1,5,1,1,1,4,1,3,1,50,1,1,5,1,4,1,1,4,3,1,2,3,70,2.71428571428571,4.5,3.33333333333333,2.6,3.83333333333333,1.83333333333333,"Female","below_ug","natural",1,20,1,"no",6,"izmir","more12months",5
"2798",2819,3,1,1,2,2,3,1,3,3,3,4,4,3,2,5,3,5,5,4,3,2,4,68,2,4,3,4,4,2,2,2,2,3,4,2,4,4,4,4,3,50,1,3,4,5,3,1,1,2,3,1,2,3,50,1.85714285714286,3.33333333333333,3.33333333333333,3.8,3.16666666666667,3.66666666666667,"Female","below_ug","not_sure",0,19,1,"no",2,"istanbul","6to12months",4
"2799",2820,2,1,1,1,1,1,2,4,4,3,3,5,5,3,3,4,2,2,3,4,4,2,100,2,2,2,4,4,1,2,1,2,4,4,3,4,4,4,4,3,60,1,3,5,1,10,2,15,2,4,1,2,3,30,1.28571428571429,4,3.33333333333333,3,2.5,3.83333333333333,"Male","ug","not_sure",0,26,1,"no",6,"istanbul","more12months",2
"2800",2821,1,1,2,2,2,2,1,3,3,3,4,4,4,2,4,3,1,1,2,1,1,5,0,2,4,2,4,4,2,4,3,1,4,4,4,4,4,4,4,2,50,1,2,4,5,16,2,1,3,5,1,2,3,100,1.57142857142857,3.5,3,1.2,3.33333333333333,4,"Male","pg","artificial",0,32,1,"no",2,"ankara","6to12months",5
"2801",2822,2,2,3,3,1,2,3,2,2,2,2,2,3,2,4,3,2,5,4,1,4,7,86,1,2,2,3,3,3,2,2,3,2,2,2,3,1,3,3,2,19,1,1,1,3,8,1,1,5,3,1,2,3,59,2.28571428571429,2.16666666666667,3,3.2,2.5,2.33333333333333,"Female","below_ug","natural",1,24,1,"no",4,"other","less6months",0
"2802",2823,2,1,2,2,1,1,2,5,5,4,5,5,4,4,4,2,5,1,2,6,1,4,20,2,4,3,3,4,3,4,3,1,5,4,4,4,4,4,4,2,100,1,1,5,3,41,1,1,2,4,1,1,1,50,1.57142857142857,4.66666666666667,3.33333333333333,3,3.5,4,"Female","ug","natural",1,57,1,"yes",4,"istanbul","more12months",4
"2803",2824,3,1,2,2,2,2,2,5,3,4,3,3,4,5,5,3,3,2,2,3,3,6,38,2,4,4,4,4,4,4,3,2,4,4,2,2,4,4,4,2,66,3,3,4,2,8,1,1,2,4,1,2,3,21,2,3.66666666666667,4.33333333333333,2.6,4,3.33333333333333,"Female","ug","not_sure",0,24,0,"no",5,"istanbul","6to12months",6
"2804",2825,2,2,2,2,1,2,1,3,3,3,4,4,4,2,3,2,3,4,4,3,3,2,100,1,2,1,3,1,1,3,2,2,4,4,4,3,4,1,4,1,11,1,3,5,4,5,2,1,3,3,1,2,3,68,1.71428571428571,3.5,2.33333333333333,3.4,1.83333333333333,3.33333333333333,"Male","below_ug","not_sure",0,21,1,"no",3,"ankara","more12months",2
"2805",2826,2,2,2,2,1,2,2,4,3,4,2,3,4,3,4,3,3,2,4,4,5,4,69,2,4,3,1,3,3,4,3,1,4,4,3,4,3,3,4,3,91,1,3,5,4,24,1,1,2,4,1,1,3,13,1.85714285714286,3.33333333333333,3.33333333333333,3.6,3,3.5,"Female","ug","not_sure",0,40,1,"yes",3,"istanbul","more12months",4
"2806",2827,2,2,1,2,1,2,1,4,4,4,4,4,1,2,4,3,6,4,4,5,5,2,97,2,4,3,4,3,3,3,2,1,4,4,4,4,4,1,4,4,42,3,3,5,3,24,1,1,2,4,1,2,2,29,1.57142857142857,3.5,3,4.8,3.33333333333333,3.5,"Female","ug","not_sure",0,40,0,"no",4,"istanbul","more12months",2
"2807",2828,2,1,2,2,1,2,1,5,5,4,4,3,5,3,4,2,6,4,3,5,2,4,50,2,4,3,3,4,2,4,3,1,3,4,4,3,4,2,4,3,0,3,2,4,1,27,2,1,24,4,1,1,3,0,1.57142857142857,4.33333333333333,3,4,3.33333333333333,3.5,"Male","ug","artificial",0,43,0,"yes",6,"other","6to12months",4
"2808",2829,3,2,4,2,2,4,3,4,4,4,3,3,3,4,5,5,4,3,4,3,1,1,70,2,4,3,1,3,4,4,2,2,5,4,2,4,4,1,4,1,55,1,3,5,1,4,1,1,35,3,1,2,3,87,2.85714285714286,3.5,4.66666666666667,3,3.16666666666667,3.16666666666667,"Female","below_ug","not_sure",0,20,1,"no",6,"other","more12months",1
"2809",2831,2,2,2,2,2,2,2,4,4,4,5,4,3,5,4,4,4,3,4,3,3,5,82,2,4,3,3,3,3,4,2,1,4,4,4,4,4,4,4,2,48,1,1,5,3,15,1,1,54,5,1,2,3,78,2,4,4.33333333333333,3.4,3.33333333333333,4,"Female","pg","natural",1,31,1,"no",4,"other","more12months",5
"2810",2832,2,1,2,3,3,2,2,2,3,4,3,4,4,2,4,2,6,6,5,2,5,2,28,2,4,4,3,4,2,4,3,2,4,3,1,4,3,1,4,2,60,1,2,5,4,11,2,1,24,4,1,2,3,26,2.14285714285714,3.33333333333333,2.66666666666667,4.8,3.5,2.66666666666667,"Male","ug","artificial",0,27,1,"no",3,"other","more12months",2
"2811",2833,4,4,4,4,3,4,3,4,2,4,2,4,4,5,5,4,1,3,5,1,1,3,59,1,4,3,4,4,4,4,1,1,5,3,3,2,4,1,3,1,69,1,1,5,5,4,1,1,53,3,1,2,3,55,3.71428571428571,3.33333333333333,4.66666666666667,2.2,3.83333333333333,2.66666666666667,"Female","below_ug","natural",1,20,1,"no",2,"other","more12months",3
"2812",2834,4,4,3,4,2,3,3,4,2,4,4,4,4,4,5,3,5,2,5,4,2,2,6,2,4,3,4,4,3,3,2,3,5,4,4,4,4,4,4,3,30,1,1,3,1,11,2,1,3,4,1,1,3,3,3.28571428571429,3.66666666666667,4,3.6,3.5,4,"Male","ug","natural",1,27,1,"yes",6,"ankara","less6months",2
"2813",2835,2,2,1,2,1,2,1,4,3,2,4,5,4,3,3,2,4,4,3,4,3,3,65,2,3,1,2,3,1,2,3,3,5,3,3,3,4,2,3,2,40,1,1,3,4,4,1,1,82,3,1,2,3,80,1.57142857142857,3.66666666666667,2.66666666666667,3.6,2,3,"Female","below_ug","natural",1,20,1,"no",3,"other","less6months",3
"2814",2836,2,1,2,3,2,2,1,3,3,2,2,4,4,3,4,2,4,3,5,5,3,2,92,2,3,3,3,3,2,2,3,3,4,4,4,4,4,4,4,2,36,3,3,5,3,20,2,1,2,5,1,2,3,50,1.85714285714286,3,3,4,2.66666666666667,4,"Male","pg","not_sure",0,36,0,"no",4,"istanbul","more12months",2
"2815",2837,2,2,2,1,2,2,3,4,4,4,4,4,2,4,4,1,3,2,5,4,4,1,0,2,3,2,1,4,2,3,1,1,4,4,4,4,4,4,4,1,49.8004646360351,1,1,3,3,32,2,1,2,4,1,1,3,70,2,3.66666666666667,3,3.6,2.5,4,"Male","ug","natural",1,48,1,"yes",4,"istanbul","less6months",1
"2816",2838,2,2,2,2,2,1,1,5,3,4,3,4,5,4,4,4,3,5,5,3,3,1,50,2,4,2,4,3,3,4,1,1,3,4,4,4,4,4,4,4,100,1,1,5,1,18,1,1,25,4,1,2,1,0,1.71428571428571,4,4,3.8,3.33333333333333,4,"Female","ug","natural",1,34,1,"no",6,"other","more12months",1
"2817",2839,1,1,1,1,1,1,2,3,2,2,3,4,5,3,4,5,5,4,6,3,2,2,50,2,4,2,2,4,2,4,2,1,3,4,3,3,4,3,3,2,50,3,3,5,4,13,1,1,24,4,1,2,3,29,1.14285714285714,3.16666666666667,4,4,3,3.33333333333333,"Female","ug","not_sure",0,29,0,"no",3,"other","more12months",2
"2818",2840,2,2,1,3,1,2,1,3,3,4,4,4,3,2,4,3,4,3,3,4,5,3,1,2,2,2,3,3,2,4,3,3,4,4,4,4,3,4,4,2,73,1,3,5,4,11,2,1,4,3,1,2,3,62,1.71428571428571,3.5,3,3.8,2.66666666666667,3.83333333333333,"Male","below_ug","not_sure",0,27,1,"no",3,"izmir","more12months",3
"2819",2841,2,2,2,2,2,3,1,5,2,5,3,3,3,1,4,2,6,5,4,6,4,1,92,2,4,3,3,2,2,1,3,1,4,3,3,4,4,4,4,1,29,1,2,5,1,29,2,1,40,4,1,1,3,47,2,3.5,2.33333333333333,5,2.5,3.66666666666667,"Male","ug","artificial",0,45,1,"yes",6,"other","more12months",1
"2820",2842,2,1,2,2,2,2,1,2,2,2,3,4,4,3,4,3,5,4,4,5,3,7,50,2,3,2,2,1,2,1,3,2,5,4,4,4,4,4,4,3,50,1,3,5,5,3,1,1,2,3,1,2,3,75,1.71428571428571,2.83333333333333,3.33333333333333,4.2,1.83333333333333,4,"Female","below_ug","not_sure",0,19,1,"no",2,"istanbul","more12months",0
"2821",2843,1,1,2,2,1,2,1,4,3,4,4,4,5,4,2,2,5,4,4,2,3,2,70,2,4,3,1,4,2,3,4,3,3,4,4,4,4,4,3,2,49,1,1,3,4,5,2,1,54,3,1,2,3,100,1.42857142857143,4,2.66666666666667,3.6,2.83333333333333,3.83333333333333,"Male","below_ug","natural",1,21,1,"no",3,"other","less6months",2
"2822",2844,1,1,2,1,1,1,1,2,2,2,3,4,4,1,2,1,6,6,6,6,3,7,50,2,2,1,1,1,1,1,3,1,4,1,1,1,3,1,2,3,20,1,1,4,4,8,1,1,57,3,1,2,1,70,1.14285714285714,2.83333333333333,1.33333333333333,5.4,1.16666666666667,1.5,"Female","below_ug","natural",1,24,1,"no",3,"other","6to12months",0
"2823",2845,2,2,2,2,2,3,1,1,2,1,2,3,3,1,3,3,6,2,6,2,6,2,80,2,4,2,2,3,2,4,1,1,4,4,3,4,4,4,4,2,15,3,1,3,5,12,2,1,3,4,1,2,2,10,2,2,2.33333333333333,4.4,2.83333333333333,3.83333333333333,"Male","ug","natural",1,28,0,"no",2,"ankara","less6months",2
"2824",2846,2,1,2,1,1,1,2,5,4,5,4,5,4,3,3,1,3,5,2,4,1,4,56.8690843621399,2,2,2,2,4,1,2,1,1,1,4,4,3,4,3,4,2,60,1,1,3,3,16,2,1,54,4,2,2,3,70,1.42857142857143,4.5,2.33333333333333,3,2.16666666666667,3.66666666666667,"Male","ug","natural",1,32,1,"no",4,"other","less6months",4
"2825",2847,4,2,4,4,1,4,3,3,3,3,4,3,4,5,5,2,6,1,5,2,5,4,56.8690843621399,2,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,61,1,1,5,3,20,1,1,3,4,1,1,3,76,3.14285714285714,3.33333333333333,4,3.8,4,4,"Female","ug","natural",1,36,1,"yes",4,"ankara","more12months",4
"2826",2848,3,4,2,3,2,2,3,5,2,4,3,4,4,5,5,2,4,2,3,3,2,2,50,2,4,2,4,3,3,4,2,1,4,3,3,4,4,3,4,3,35,3,3,3,3,8,1,1,2,4,1,2,3,80,2.71428571428571,3.66666666666667,4,2.8,3.33333333333333,3.5,"Female","ug","not_sure",0,24,0,"no",4,"istanbul","less6months",2
"2827",2849,3,1,4,2,3,4,1,2,5,2,1,1,1,2,5,5,2,3,6,1,1,1,73,2,3,1,4,4,1,2,1,1,5,4,3,4,4,4,4,2,0,1,2,0,3,4,2,1,50,3,1,2,3,0,2.57142857142857,2,4,2.6,2.5,3.83333333333333,"Male","below_ug","artificial",0,20,1,"no",4,"other","other",1
"2828",2850,3,2,3,3,2,3,3,4,2,4,4,4,4,4,4,3,5,5,4,3,2,4,75,1,4,2,4,2,3,2,3,2,3,4,4,4,4,1,4,1,50,3,1,3,1,14,1,1,24,4,1,2,3,50,2.71428571428571,3.66666666666667,3.66666666666667,3.8,2.83333333333333,3.5,"Female","ug","natural",1,30,0,"no",6,"other","less6months",4
"2829",2851,4,4,4,4,3,4,2,3,3,3,2,2,4,5,5,5,3,6,5,5,1,7,33,1,3,2,4,4,4,4,1,1,5,4,4,4,4,3,4,3,35,1,1,0,1,7,1,1,3,3,1,2,3,30,3.57142857142857,2.83333333333333,5,4,3.5,3.83333333333333,"Female","below_ug","natural",1,23,1,"no",6,"ankara","other",0
"2830",2852,2,1,2,1,1,3,1,1,3,1,1,1,2,2,3,2,5,6,6,3,4,7,0,2,3,3,2,4,1,2,1,1,4,4,3,4,4,3,4,4,50,3,1,5,5,8,2,1,4,3,1,2,2,0,1.57142857142857,1.5,2.33333333333333,4.8,2.5,3.66666666666667,"Male","below_ug","natural",1,24,0,"no",2,"izmir","more12months",0
"2831",2853,3,3,1,3,2,4,4,3,2,2,3,3,4,2,5,4,5,4,6,2,2,7,10,2,3,2,4,1,4,4,1,1,5,4,4,4,3,4,4,3,0,3,2,5,6,10,1,1,60,3,1,2,2,0,2.85714285714286,2.83333333333333,3.66666666666667,3.8,3,3.83333333333333,"Female","below_ug","artificial",0,26,0,"no",1,"other","more12months",0
"2832",2854,2,2,2,3,2,2,2,3,2,2,2,3,4,2,3,3,4,4,5,3,2,2,42,1,4,3,4,4,3,4,1,1,4,4,4,3,4,4,4,4,58,3,2,0,1,8,1,1,4,4,1,2,3,35,2.14285714285714,2.66666666666667,2.66666666666667,3.6,3.66666666666667,3.83333333333333,"Female","ug","artificial",0,24,0,"no",6,"izmir","other",2
"2833",2855,3,2,3,4,1,2,3,3,2,2,4,4,4,4,5,5,3,3,3,2,1,2,100,2,4,1,4,4,2,1,2,1,3,4,4,4,4,4,4,4,20,1,1,4,5,6,1,1,42,4,1,2,1,50,2.57142857142857,3.16666666666667,4.66666666666667,2.4,2.66666666666667,4,"Female","ug","natural",1,22,1,"no",2,"other","6to12months",2
"2834",2856,2,1,2,2,2,1,2,2,2,2,4,4,4,4,4,3,3,2,4,2,2,2,90,2,4,2,3,4,3,4,2,2,3,4,4,2,4,1,4,2,72,1,3,4,3,28,1,1,2,5,1,2,3,64,1.71428571428571,3,3.66666666666667,2.6,3.33333333333333,3.16666666666667,"Female","pg","not_sure",0,44,1,"no",4,"istanbul","6to12months",2
"2835",2857,4,2,4,3,2,4,3,2,2,2,4,5,4,4,5,4,3,2,3,3,3,2,84,2,4,3,4,3,4,4,1,3,3,4,3,4,4,4,4,3,28,3,1,3,5,41,2,1,60,5,1,1,3,5,3.14285714285714,3.16666666666667,4.33333333333333,2.8,3.66666666666667,3.83333333333333,"Male","pg","natural",1,57,0,"yes",2,"other","less6months",2
"2836",2858,2,2,2,2,2,3,1,2,3,3,3,2,4,2,4,3,5,3,5,3,4,2,0,1,3,3,3,2,3,3,2,2,3,4,4,4,4,3,4,2,50,1,1,5,4,25,2,1,2,4,1,2,3,40,2,2.83333333333333,3,4,2.83333333333333,3.83333333333333,"Male","ug","natural",1,41,1,"no",3,"istanbul","more12months",2
"2837",2859,1,1,1,1,1,2,1,1,5,2,2,3,1,1,1,1,6,6,6,2,6,7,60,2,2,2,2,3,1,1,2,2,3,4,3,4,4,4,4,2,19,3,3,5,5,42,1,1,2,4,1,1,3,61,1.14285714285714,2.33333333333333,1,5.2,1.83333333333333,3.83333333333333,"Female","ug","not_sure",0,58,0,"yes",2,"istanbul","more12months",0
"2838",2860,2,2,2,2,1,3,2,4,3,5,4,4,4,4,5,3,6,6,5,3,2,4,20,2,2,1,3,2,2,2,2,3,3,4,1,3,3,3,4,1,100,1,1,0,2,18,2,1,4,4,1,1,3,80,2,4,4,4.4,2,3,"Male","ug","natural",1,34,1,"yes",5,"izmir","other",4
"2839",2861,4,2,2,4,4,4,4,3,2,2,3,3,4,4,4,4,3,2,2,3,2,5,84,2,4,4,4,3,3,3,2,2,5,4,3,4,4,4,4,4,88,1,2,5,4,21,2,1,5,4,1,1,3,57,3.42857142857143,2.83333333333333,4,2.4,3.5,3.83333333333333,"Male","ug","artificial",0,37,1,"yes",3,"other","more12months",5
"2840",2862,3,2,2,3,1,3,1,2,2,3,3,4,3,3,3,3,5,5,5,2,5,7,62,2,3,1,1,1,2,3,4,2,4,4,4,4,4,3,4,1,15,1,1,4,4,4,1,1,30,3,1,2,3,50,2.14285714285714,2.83333333333333,3,4.4,1.83333333333333,3.83333333333333,"Female","below_ug","natural",1,20,1,"no",3,"other","6to12months",0
"2841",2863,3,2,2,2,2,2,3,4,3,4,3,3,4,4,4,2,4,4,4,2,2,4,40,1,4,3,2,3,3,3,3,2,4,4,3,3,3,3,4,1,80,1,3,5,5,11,1,1,2,4,1,2,3,58,2.28571428571429,3.5,3.33333333333333,3.2,3,3.33333333333333,"Female","ug","not_sure",0,27,1,"no",2,"istanbul","more12months",4
"2842",2864,3,3,2,3,1,4,1,2,3,3,4,3,4,4,4,4,2,3,3,2,1,5,35,2,2,3,4,4,2,3,1,2,3,1,1,3,3,1,3,1,55,1,1,4,5,7,2,1,2,3,1,2,2,15,2.42857142857143,3.16666666666667,4,2.2,3,2,"Male","below_ug","natural",1,23,1,"no",2,"istanbul","6to12months",5
"2843",2865,2,1,2,2,1,2,2,2,2,2,4,4,4,3,4,3,3,3,3,2,2,2,30,2,3,3,3,4,3,4,2,1,4,4,3,4,4,4,4,4,49,1,1,5,4,22,1,1,2,4,1,2,3,70,1.71428571428571,3,3.33333333333333,2.6,3.33333333333333,3.83333333333333,"Female","ug","natural",1,38,1,"no",3,"istanbul","more12months",2
"2844",2866,3,2,2,2,1,2,2,3,4,2,4,3,3,4,4,2,5,4,5,3,2,2,26,2,4,4,3,3,2,4,3,2,4,4,2,4,3,1,4,1,16,3,1,4,4,4,2,1,16,3,1,2,3,80,2,3.16666666666667,3.33333333333333,3.8,3.33333333333333,3,"Male","below_ug","natural",1,20,0,"no",3,"other","6to12months",2
"2845",2867,2,2,2,2,2,2,2,2,2,2,3,3,4,2,4,4,2,5,2,5,2,6,75,2,2,2,3,3,2,3,3,3,2,4,4,4,4,4,4,1,38,1,1,2,4,38,2,1,3,4,1,1,3,76,2,2.66666666666667,3.33333333333333,3.2,2.5,4,"Male","ug","natural",1,54,1,"yes",3,"ankara","less6months",6
"2846",2868,2,1,1,1,2,2,1,4,2,4,4,4,4,2,4,3,4,3,4,3,3,2,75,2,3,2,1,3,1,2,2,1,3,4,3,4,4,2,4,1,70,3,3,3,4,12,2,1,3,4,1,2,3,56,1.42857142857143,3.66666666666667,3,3.4,2,3.5,"Male","ug","not_sure",0,28,0,"no",3,"ankara","less6months",2
"2847",2869,2,1,1,2,2,3,1,4,3,3,3,4,2,2,2,2,3,2,5,3,4,1,50,2,4,2,2,4,2,3,1,1,3,4,3,3,3,4,4,2,70,1,1,4,5,5,2,1,35,4,1,2,3,10,1.71428571428571,3.16666666666667,2,3.4,2.83333333333333,3.5,"Male","ug","natural",1,21,1,"no",2,"other","6to12months",1
"2848",2870,3,4,4,3,4,4,4,5,5,3,4,5,5,4,4,2,5,3,3,3,2,6,70,3,3,3,3,3,2,3,4,1,3,2,4,1,4,4,2,1,50,1,2,2,2,6,1,1,3,3,1,2,3,50,3.71428571428571,4.5,3.33333333333333,3.2,2.83333333333333,2.83333333333333,"Female","below_ug","artificial",0,22,1,"no",5,"ankara","less6months",6
"2849",2871,3,3,4,2,1,3,2,3,3,3,4,4,4,4,5,4,4,3,3,5,2,2,81,2,4,3,2,4,3,3,3,3,3,4,3,3,3,4,4,1,40,1,1,3,3,13,1,1,2,5,1,2,3,75,2.57142857142857,3.5,4.33333333333333,3.4,3.16666666666667,3.5,"Female","pg","natural",1,29,1,"no",4,"istanbul","less6months",2
"2850",2872,2,3,3,1,1,2,2,5,4,3,3,4,5,4,4,2,5,5,5,2,2,4,49,2,4,3,1,4,3,4,2,2,5,4,3,2,3,2,4,3,49,1,1,5,3,13,1,1,4,5,1,2,3,76,2,4,3.33333333333333,3.8,3.16666666666667,3,"Female","pg","natural",1,29,1,"no",4,"izmir","more12months",4
"2851",2873,2,1,2,2,1,1,1,3,3,4,3,3,4,3,4,3,5,3,4,3,4,4,73,2,3,3,1,3,2,3,1,2,4,4,3,4,4,4,4,2,25,1,1,4,4,7,1,1,3,4,1,2,3,70,1.42857142857143,3.33333333333333,3.33333333333333,3.8,2.5,3.83333333333333,"Female","ug","natural",1,23,1,"no",3,"ankara","6to12months",4
"2852",2874,2,1,1,3,1,2,1,5,4,4,4,4,4,1,3,1,6,5,3,3,5,4,40,2,2,2,2,3,1,1,1,1,3,3,3,4,3,1,4,3,20,2,3,2,2,13,2,1,2,5,1,2,1,50,1.57142857142857,4.16666666666667,1.66666666666667,4.4,1.83333333333333,3,"Male","pg","not_sure",0,29,0,"no",5,"istanbul","less6months",4
"2853",2875,2,1,1,1,1,4,1,5,3,3,4,4,5,4,4,2,4,3,4,6,3,5,75,2,3,1,1,3,2,4,2,3,4,4,4,3,4,4,4,2,20,3,1,5,4,3,1,1,2,3,1,2,3,90,1.57142857142857,4,3.33333333333333,4,2.33333333333333,3.83333333333333,"Female","below_ug","natural",1,19,0,"no",3,"istanbul","more12months",5
"2854",2876,4,4,3,3,4,4,4,5,4,4,4,3,5,4,5,4,3,5,4,1,1,2,0,1,4,4,4,4,4,4,3,1,4,4,4,3,4,4,4,3,50,3,2,4,2,5,1,1,4,4,1,2,3,40,3.71428571428571,4.16666666666667,4.33333333333333,2.8,4,3.83333333333333,"Female","ug","artificial",0,21,0,"no",5,"izmir","6to12months",2
"2855",2877,3,2,3,2,4,4,2,5,2,5,4,4,5,4,5,4,2,2,2,1,1,1,60,2,3,2,4,4,2,4,2,2,5,4,4,4,4,4,4,3,40,1,2,5,4,6,1,1,4,4,1,2,3,30,2.85714285714286,4.16666666666667,4.33333333333333,1.6,3.16666666666667,4,"Female","ug","artificial",0,22,1,"no",3,"izmir","more12months",1
"2856",2878,2,4,4,2,2,2,1,3,2,2,4,3,4,2,5,3,3,5,4,2,2,2,0,1,2,4,2,4,2,4,1,1,4,4,3,4,4,3,4,2,50,1,3,5,4,6,1,1,14,3,1,2,3,0,2.42857142857143,3,3.33333333333333,3.2,3,3.66666666666667,"Female","below_ug","not_sure",0,22,1,"no",3,"other","more12months",2
"2857",2879,3,2,4,4,2,3,3,4,4,4,4,5,4,3,5,4,5,4,3,3,2,2,78,2,4,3,4,3,4,4,2,2,3,4,3,4,4,4,4,3,31,1,1,3,3,11,1,1,11,4,1,2,3,100,3,4.16666666666667,4,3.4,3.66666666666667,3.83333333333333,"Female","ug","natural",1,27,1,"no",4,"other","less6months",2
"2858",2880,1,1,1,1,1,2,2,2,3,2,4,3,4,1,1,1,5,5,4,5,4,2,75,1,4,1,4,3,1,2,2,2,3,4,3,4,4,4,4,2,10,2,3,3,4,18,2,1,2,5,1,2,2,80,1.28571428571429,3,1,4.6,2.5,3.83333333333333,"Male","pg","not_sure",0,34,0,"no",3,"istanbul","less6months",2
"2859",2881,2,1,3,3,1,1,1,5,4,4,5,4,4,2,4,2,4,3,2,3,2,4,85,2,3,1,1,2,1,2,1,1,4,1,2,1,1,1,1,1,70,3,1,5,5,8,2,1,68,4,1,2,3,0,1.71428571428571,4.33333333333333,2.66666666666667,2.8,1.66666666666667,1.16666666666667,"Male","ug","natural",1,24,0,"no",2,"other","more12months",4
"2860",2882,3,2,2,4,3,3,2,4,3,4,4,4,5,5,5,4,2,2,2,2,2,2,30,2,4,3,4,4,4,3,2,2,4,4,3,4,3,3,4,3,80,1,1,4,3,13,2,1,3,3,1,2,1,60,2.71428571428571,4,4.66666666666667,2,3.66666666666667,3.5,"Male","below_ug","natural",1,29,1,"no",4,"ankara","6to12months",2
"2861",2883,1,2,1,1,1,2,1,4,1,4,3,4,4,5,4,5,6,6,5,4,1,4,70,1,4,4,4,3,2,4,3,1,3,4,2,4,3,4,3,2,20,1,1,2,4,5,1,1,2,3,1,2,3,30,1.28571428571429,3.33333333333333,4.66666666666667,4.4,3.5,3.33333333333333,"Female","below_ug","natural",1,21,1,"no",3,"istanbul","less6months",4
